0.647280	0.214176	-1.000000
-0.159006	-0.004169	1.000000
-0.717041	-0.091147	-1.000000
0.286474	-0.456560	-1.000000
-0.400000	-0.290559	1.000000
-0.222644	-0.344843	1.000000
0.450521	-0.697254	-1.000000
0.002808	-0.010481	1.000000
-0.377191	-0.098530	1.000000
0.540217	0.251795	-1.000000
0.133513	-0.461643	1.000000
-0.021486	0.125288	1.000000
-0.240062	0.819957	-1.000000
0.178654	0.091313	1.000000
0.254917	0.652608	-1.000000
-0.466862	-0.078577	1.000000
0.041381	0.009401	1.000000
-0.167267	-0.235825	1.000000
-0.126086	-0.837180	-1.000000
-0.050334	0.065575	1.000000
-0.268511	-0.776800	-1.000000
-0.080136	0.164396	1.000000
-0.105222	-0.497691	-1.000000
-0.357599	0.132764	1.000000
0.532058	-0.043979	-1.000000
-0.191030	-0.845066	-1.000000
-0.875773	0.274503	-1.000000
-0.009692	0.576138	-1.000000
-0.148654	0.190986	1.000000
-0.488295	-0.291064	-1.000000
-0.468284	-0.314855	-1.000000
0.098953	0.266099	1.000000
0.258167	-0.402524	1.000000
-0.366718	-0.508590	-1.000000
-0.930475	-0.047158	-1.000000
-0.583812	0.670287	-1.000000
0.466641	0.290183	-1.000000
0.145341	-0.153013	1.000000
-0.261678	-0.488715	-1.000000
-0.195346	-0.899841	-1.000000
0.268705	0.080257	1.000000
-0.624414	0.769775	-1.000000
0.028217	-0.009443	1.000000
0.483635	0.207712	-1.000000
-0.849423	-0.078274	-1.000000
-0.205562	-0.977136	-1.000000
-0.648000	-0.301245	-1.000000
-0.070839	0.687155	-1.000000
-0.284502	-0.532229	-1.000000
-0.474193	0.788920	-1.000000
-0.221438	0.425107	1.000000
0.299702	0.224202	1.000000
0.222569	0.397725	1.000000
-0.032388	0.051200	1.000000
-0.720724	-0.342853	-1.000000
0.374179	0.267295	1.000000
0.042579	-0.347678	1.000000
-0.068694	0.113040	1.000000
-0.509610	0.069075	-1.000000
0.121516	0.057488	1.000000
-0.265044	-0.122784	1.000000
0.470978	0.607052	-1.000000
0.027647	0.948129	-1.000000
-0.369521	-0.232503	1.000000
0.617118	0.334050	-1.000000
-0.005055	-0.037464	1.000000
-0.279664	-0.563869	-1.000000
0.326294	-0.685294	-1.000000
-0.360749	0.761389	-1.000000
-0.234009	0.243395	1.000000
-0.016477	-0.077189	1.000000
0.103499	0.965347	-1.000000
0.393255	-0.262876	1.000000
-0.627769	0.231694	-1.000000
-0.361814	-0.253000	1.000000
-0.380751	0.401904	-1.000000
-0.198246	-0.483265	-1.000000
-0.051716	0.267522	1.000000
0.723199	-0.561029	-1.000000
-0.011904	-0.628275	-1.000000
0.171027	-0.247415	1.000000
-0.269102	-0.396537	1.000000
0.061412	-0.248367	1.000000
0.329409	-0.723602	-1.000000
0.212654	0.095044	1.000000
-0.014967	-0.027805	1.000000
-0.426922	-0.495466	-1.000000
-0.084377	-0.057511	1.000000
0.011536	-0.919666	-1.000000
-0.777004	0.443901	-1.000000
-0.335207	0.282355	1.000000
-0.114258	0.230973	1.000000
0.255213	-0.261209	1.000000
-0.474715	0.461357	-1.000000
0.138180	0.853119	-1.000000
0.048281	0.029864	1.000000
0.401651	0.480498	-1.000000
-0.483975	0.109359	1.000000
-0.038931	-0.095714	1.000000
0.180068	-0.074449	1.000000
